"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     
          0,           0,         136,      -9.418818435,      -9.094281313,      -8.839474479
          0,           0,         137,      -9.440248181,      -9.144292146,       -8.86452166
          0,           0,         138,       -9.44465338,      -9.196114706,      -8.869316205
          0,           0,         139,      -9.457462604,      -9.262980739,       -8.87986511
          0,           0,         140,      -9.487803695,      -9.339208377,      -8.906526453
          0,           0,         141,        -9.5388813,      -9.392879887,      -8.954562706
          0,           0,         142,      -9.613537864,      -9.416499556,      -9.028544181
          0,           0,         143,      -9.707384273,      -9.441582205,        -9.1250142
          0,           0,         144,      -9.797817212,      -9.485532002,      -9.221058835
          0,           0,         145,      -9.849795211,      -9.537665551,      -9.278374714
          0,           0,         146,      -9.862852057,      -9.585699955,      -9.293128764
          0,           0,         147,       -9.86883694,      -9.639017477,      -9.297821766
          0,           0,         148,      -9.886622921,      -9.711108161,      -9.312210516
          0,           0,         149,      -9.922136572,      -9.786383856,       -9.34367564
          0,           0,         150,      -9.978541904,      -9.829352015,      -9.397686033
          0,           0,         151,       -10.0579794,      -9.847237337,      -9.477992237
          0,           0,         152,      -10.15286702,      -9.876806241,      -9.577617585
          0,           0,         153,      -10.23419682,      -9.925512516,      -9.665784534
          0,           0,         154,      -10.27251438,      -9.977215526,      -9.708013588
          0,           0,         155,      -10.28145481,      -10.02299618,      -9.716655422
          0,           0,         156,       -10.2908873,      -10.07931213,       -9.72346829
          0,           0,         157,      -10.31411666,      -10.15605474,      -9.742487492
          0,           0,         158,       -10.3546228,      -10.22676933,      -9.778947122
          0,           0,         159,      -10.41599863,      -10.25813367,      -9.838952558
          0,           0,         160,      -10.49936679,      -10.27428934,      -9.925058089
          0,           0,         161,      -10.59216277,      -10.31010721,      -10.02456286
          0,           0,         162,      -10.66173268,      -10.36313736,      -10.10092916
          0,           0,         163,      -10.68880486,       -10.4123889,      -10.12974494
          0,           0,         164,      -10.69733076,      -10.45642765,      -10.13644164
          0,           0,         165,      -10.71181419,       -10.5173745,      -10.14738152
          0,           0,         166,      -10.74023131,      -10.59749582,      -10.17109948
          0,           0,         167,      -10.78543181,      -10.65952902,       -10.2126718
          0,           0,         168,      -10.85126141,      -10.68037204,       -10.2785181
          0,           0,         169,      -10.93694774,      -10.69903381,      -10.36894899
          0,           0,         170,      -11.02453111,      -10.74222605,       -10.4645133
          0,           0,         171,      -11.08092481,      -10.79754932,      -10.52631347
          0,           0,         172,      -11.10070215,      -10.84282055,      -10.54566847
          0,           0,         173,      -11.11162867,      -10.88667093,      -10.55382135
          0,           0,         174,      -11.13164545,       -10.9531334,      -10.56969606
          0,           0,         175,      -11.16481188,      -11.03397988,      -10.59798117
          0,           0,         176,      -11.21410995,      -11.08398214,      -10.64443803
          0,           0,         177,      -11.28373103,      -11.09774303,         -10.71572
          0,           0,         178,      -11.36968728,      -11.12212056,      -10.80826547
          0,           0,         179,      -11.44912625,      -11.17271431,      -10.89579902
          0,           0,         180,      -11.49327303,       -11.2277328,      -10.94303376
          0,           0,         181,      -11.50974185,      -11.26829342,      -10.95754831
          0,           0,         182,      -11.52498651,      -11.31404101,      -10.96958865
          0,           0,         183,      -11.55031576,      -11.38633234,      -10.99039853
          0,           0,         184,      -11.58759601,      -11.46415902,      -11.02290928
          0,           0,         185,      -11.64055238,      -11.50082959,      -11.07413637
          0,           0,         186,      -11.71296959,      -11.51197723,      -11.14997507
          0,           0,         187,      -11.79700333,      -11.54450073,      -11.24187245
          0,           0,         188,      -11.86630654,      -11.60101318,      -11.31812985
          0,           0,         189,      -11.90074026,       -11.6529027,      -11.35320091
          0,           0,         190,      -11.91733649,      -11.68929565,      -11.36713217
          0,           0,         191,      -11.93767205,      -11.73909886,      -11.38413774
          0,           0,         192,      -11.96767508,      -11.81628033,      -11.40941221
          0,           0,         193,      -12.00835562,      -11.88703657,      -11.44573208
          0,           0,         194,      -12.06450035,      -11.91151212,      -11.50147554
          0,           0,         195,      -12.13855937,      -11.92459968,      -11.58061463
          0,           0,         196,      -12.21850766,      -11.96629737,      -11.66879774
          0,           0,         197,      -12.27721754,      -12.02653289,      -11.73240099
          0,           0,         198,      -12.30528574,      -12.07290195,      -11.75921388
          0,           0,         199,       -12.3244038,      -12.10686063,       -11.7756283
          0,           0,         200,      -12.34992578,      -12.16245696,      -11.79782672
          0,           0,         201,      -12.38368382,      -12.24254876,      -11.82678686
          0,           0,         202,       -12.4272074,      -12.30259796,      -11.86663925
          0,           0,         203,      -12.48605235,      -12.31790721,      -11.92655899
          0,           0,         204,      -12.56042736,       -12.3368706,       -12.0073168
          0,           0,         205,      -12.63449699,      -12.38757948,      -12.08896872
          0,           0,         206,      -12.68342424,       -12.4485182,      -12.14036831
          0,           0,         207,      -12.70852368,      -12.48816423,      -12.16319266
          0,           0,         208,      -12.73147651,      -12.52227797,      -12.18378011
          0,           0,         209,      -12.76171022,      -12.58435011,      -12.21070634
          0,           0,         210,      -12.79832897,      -12.66444165,      -12.24258653
          0,           0,         211,      -12.84422642,      -12.71170257,      -12.28574125
          0,           0,         212,      -12.90524477,       -12.7220919,        -12.349331
          0,           0,         213,      -12.97852602,      -12.74947987,      -12.42972631
          0,           0,         214,      -13.04544776,       -12.8078964,      -12.50269784
          0,           0,         215,      -13.08639196,      -12.86607544,      -12.54390093
          0,           0,         216,      -13.11129915,       -12.8991836,        -12.566341
          0,           0,         217,      -13.13862169,      -12.93628247,       -12.5917533
          0,           0,         218,      -13.17272376,      -13.00465015,      -12.62251378
          0,           0,         219,       -13.2115299,      -13.08131739,      -12.65678161
          0,           0,         220,      -13.25948443,      -13.11576628,       -12.7031205
          0,           0,         221,      -13.32206011,      -13.12580837,      -12.76962974
          0,           0,         222,       -13.3929346,      -13.16278998,      -12.84763245
          0,           0,         223,       -13.4521301,      -13.22662014,      -12.91084725
          0,           0,         224,      -13.48741535,      -13.27893073,      -12.94479929
          0,           0,         225,      -13.51404252,      -13.30696174,      -12.96935553
          0,           0,         226,      -13.54573943,      -13.34950385,      -12.99949458
          0,           0,         227,      -13.58273586,        -13.423148,       -13.0330326
          0,           0,         228,      -13.62315366,      -13.49268638,      -13.06934274
          0,           0,         229,      -13.67291501,      -13.51611878,      -13.11870929
          0,           0,         230,      -13.73630195,      -13.52999678,      -13.18707557
          0,           0,         231,      -13.80372899,      -13.57662946,      -13.26096891
          0,           0,         232,      -13.85549671,      -13.64291941,       -13.3146292
          0,           0,         233,      -13.88761232,      -13.68728108,       -13.3445504
          0,           0,         234,      -13.91718436,      -13.71292522,      -13.37270876
          0,           0,         235,        -13.952791,      -13.76236917,      -13.40703752
          0,           0,         236,      -13.99163958,      -13.83948954,      -13.44222841
          0,           0,         237,      -14.03332202,      -13.89873389,      -13.48035786
          0,           0,         238,      -14.08470856,      -13.91415091,      -13.53273437
          0,           0,         239,      -14.14822399,      -13.93494652,      -13.60185737
          0,           0,         240,      -14.21142397,       -13.9911311,       -13.6701443
          0,           0,         241,      -14.25661643,      -14.05616439,        -13.715453
          0,           0,         242,      -14.28744487,      -14.09184883,      -13.74399891
          0,           0,         243,      -14.32034063,      -14.11778535,      -13.77614239
          0,           0,         244,       -14.3591461,      -14.17432689,      -13.81363897
          0,           0,         245,      -14.39876785,      -14.25182735,      -13.84969023
          0,           0,         246,      -14.44154887,      -14.29920441,      -13.88967909
          0,           0,         247,      -14.49473123,      -14.31051197,      -13.94486414
          0,           0,         248,      -14.55734749,      -14.34072223,      -14.01333743
          0,           0,         249,      -14.61552321,      -14.40358726,      -14.07502028
          0,           0,         250,      -14.65621415,      -14.46472114,      -14.11428654
          0,           0,         251,      -14.68834245,      -14.49358997,       -14.1446493
          0,           0,         252,       -14.7246418,      -14.52468839,      -14.18097963
          0,           0,         253,      -14.76564528,      -14.58734838,      -14.22073283
          0,           0,         254,      -14.80580471,       -14.6620724,      -14.25698675
          0,           0,         255,      -14.84943627,      -14.69753507,       -14.2986843
          0,           0,         256,      -14.90355615,      -14.70819482,       -14.3561881
          0,           0,         257,      -14.96454542,      -14.74841219,      -14.42260543
          0,           0,         258,      -15.01765611,       -14.8160704,      -14.47748721
