"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    
          0,           0,        1371,     -0.5412329339,       -2.94268169,      -3.154739689,                 0,      -5.816015787
          0,           0,        1372,     -0.5485474006,      -2.950766506,      -3.156534778,                 0,      -5.821965655
          0,           0,        1373,     -0.5562645341,      -2.959091047,      -3.156834528,                 0,      -5.827858295
          0,           0,        1374,     -0.5643671242,      -2.967618199,      -3.155652542,                 0,      -5.833649356
          0,           0,        1375,     -0.5728340818,       -2.97630505,      -3.153042005,                 0,      -5.839292201
          0,           0,        1376,      -0.581639797,      -2.985102375,      -3.149091702,                 0,      -5.844738409
          0,           0,        1377,     -0.5907534267,      -2.993954195,      -3.143919677,                 0,      -5.849938452
          0,           0,        1378,     -0.6001381247,      -3.002797464,       -3.13766546,                 0,      -5.854842508
          0,           0,        1379,     -0.6097502284,      -3.011561946,      -3.130481842,                 0,      -5.859401431
          0,           0,        1380,     -0.6195384316,      -3.020170365,      -3.122527093,                 0,      -5.863567845
          0,           0,        1381,     -0.6294429891,      -3.028538903,      -3.113958242,                 0,      -5.867297327
          0,           0,        1382,     -0.6393950143,      -3.036578134,      -3.104925792,                 0,      -5.870549638
          0,           0,        1383,     -0.6493159558,      -3.044194473,      -3.095569957,                 0,      -5.873289924
          0,           0,        1384,      -0.659117362,      -3.051292172,      -3.086018313,                 0,       -5.87548985
          0,           0,        1385,     -0.6687010643,       -3.05777588,      -3.076384653,                 0,      -5.877128562
          0,           0,        1386,     -0.6779599229,        -3.0635537,       -3.06676878,                 0,      -5.878193438
          0,           0,        1387,     -0.6867792822,      -3.068540618,      -3.057256964,                 0,      -5.878680558
          0,           0,        1388,     -0.6950392587,      -3.072662087,      -3.047922848,                 0,      -5.878594868
          0,           0,        1389,     -0.7026179304,      -3.075857509,      -3.038828601,                 0,      -5.877950024
          0,           0,        1390,     -0.7093954091,       -3.07808328,      -3.030026182,                 0,      -5.876767921
          0,           0,        1391,     -0.7152586515,      -3.079315124,      -3.021558618,                 0,      -5.875077952
          0,           0,        1392,     -0.7201067249,       -3.07954943,      -3.013461227,                 0,      -5.872916042
          0,           0,        1393,     -0.7238561018,      -3.078803474,      -3.005762755,                 0,      -5.870323531
          0,           0,        1394,     -0.7264454658,      -3.077114472,      -2.998486391,                 0,      -5.867345961
          0,           0,        1395,      -0.727839483,      -3.074537594,      -2.991650678,                 0,       -5.86403186
          0,           0,        1396,     -0.7280310744,      -3.071143143,      -2.985270301,                 0,      -5.860431554
          0,           0,        1397,     -0.7270418869,      -3.067013201,      -2.979356765,                 0,      -5.856596079
          0,           0,        1398,     -0.7249209038,      -3.062238047,      -2.973918981,                 0,      -5.852576217
          0,           0,        1399,     -0.7217413768,      -3.056912643,      -2.968963756,                 0,      -5.848421675
          0,           0,        1400,     -0.7175964756,      -3.051133426,      -2.964496218,                 0,      -5.844180423
          0,           0,        1401,      -0.712594171,      -3.044995553,      -2.960520159,                 0,      -5.839898184
          0,           0,        1402,      -0.706851896,      -3.038590699,      -2.957038336,                 0,      -5.835618064
          0,           0,        1403,     -0.7004914628,      -3.032005409,      -2.954052711,                 0,      -5.831380316
          0,           0,        1404,     -0.6936345946,       -3.02531999,      -2.951564659,                 0,      -5.827222213
          0,           0,        1405,      -0.686399285,      -3.018607858,      -2.949575135,                 0,      -5.823178004
          0,           0,        1406,     -0.6788970631,      -3.011935276,      -2.948084815,                 0,      -5.819278955
          0,           0,        1407,     -0.6712311352,      -3.005361385,      -2.947094211,                 0,      -5.815553438
          0,           0,        1408,     -0.6634953017,      -2.998938458,      -2.946603763,                 0,      -5.812027062
          0,           0,        1409,     -0.6557735123,      -2.992712306,      -2.946613916,                 0,      -5.808722834
          0,           0,        1410,     -0.6481399112,      -2.986722768,      -2.947125179,                 0,       -5.80566133
          0,           0,        1411,     -0.6406592332,      -2.981004259,      -2.948138173,                 0,      -5.802860884
          0,           0,        1412,     -0.6333874311,      -2.975586322,      -2.949653665,                 0,      -5.800337766
          0,           0,        1413,     -0.6263724369,      -2.970494177,      -2.951672591,                 0,      -5.798106368
          0,           0,        1414,     -0.6196549825,      -2.965749235,      -2.954196067,                 0,      -5.796179375
          0,           0,        1415,     -0.6132694284,      -2.961369588,      -2.957225398,                 0,      -5.794567924
          0,           0,        1416,     -0.6072445622,      -2.957370443,      -2.960762065,                 0,      -5.793281759
          0,           0,        1417,     -0.6016043458,      -2.953764521,       -2.96480771,                 0,      -5.792329365
          0,           0,        1418,     -0.5963685982,      -2.950562413,      -2.969364107,                 0,      -5.791718093
          0,           0,        1419,      -0.591553609,      -2.947772887,       -2.97443312,                 0,      -5.791454266
          0,           0,        1420,     -0.5871726814,      -2.945403163,      -2.980016643,                 0,      -5.791543281
          0,           0,        1421,     -0.5832366088,      -2.943459147,      -2.986116532,                 0,      -5.791989683
          0,           0,        1422,     -0.5797540878,      -2.941945635,      -2.992734506,                 0,      -5.792797242
          0,           0,        1423,     -0.5767320746,      -2.940866482,      -2.999872029,                 0,      -5.793969002
          0,           0,        1424,     -0.5741760897,      -2.940224754,      -3.007530166,                 0,      -5.795507329
          0,           0,        1425,      -0.572090478,      -2.940022843,      -3.015709399,                 0,      -5.797413938
          0,           0,        1426,     -0.5704786272,      -2.940262571,      -3.024409403,                 0,      -5.799689915
          0,           0,        1427,     -0.5693431524,      -2.940945268,      -3.033628777,                 0,      -5.802335719
          0,           0,        1428,     -0.5686860491,      -2.942071832,      -3.043364706,                 0,      -5.805351183
          0,           0,        1429,     -0.5685088197,       -2.94364278,       -3.05361256,                 0,      -5.808735487
          0,           0,        1430,     -0.5688125761,      -2.945658271,      -3.064365408,                 0,      -5.812487136
          0,           0,        1431,     -0.5695981215,      -2.948118126,      -3.075613426,                 0,      -5.816603909
          0,           0,        1432,     -0.5708660129,      -2.951021824,      -3.087343197,                 0,      -5.821082807
          0,           0,        1433,      -0.572616608,      -2.954368492,      -3.099536875,                 0,      -5.825919977
          0,           0,        1434,     -0.5748500946,      -2.958156875,      -3.112171202,                 0,      -5.831110632
          0,           0,        1435,     -0.5775665073,       -2.96238529,      -3.125216361,                 0,      -5.836648944
          0,           0,        1436,      -0.580765728,      -2.967051574,      -3.138634659,                 0,      -5.842527931
          0,           0,        1437,     -0.5844474737,      -2.972153001,      -3.152379047,                 0,      -5.848739323
          0,           0,        1438,     -0.5886112691,      -2.977686192,      -3.166391486,                 0,      -5.855273411
          0,           0,        1439,     -0.5932564043,         -2.983647,      -3.180601228,                 0,      -5.862118883
          0,           0,        1440,     -0.5983818762,      -2.990030378,      -3.194923074,                 0,      -5.869262642
          0,           0,        1441,     -0.6039863125,      -2.996830217,      -3.209255773,                 0,      -5.876689607
          0,           0,        1442,     -0.6100678753,       -3.00403916,      -3.223480759,                 0,      -5.884382509
          0,           0,        1443,      -0.616624144,      -3.011648394,      -3.237461507,                 0,      -5.892321667
          0,           0,        1444,     -0.6236519715,      -3.019647404,      -3.251043868,                 0,      -5.900484773
          0,           0,        1445,     -0.6311473141,      -3.028023697,      -3.264057796,                 0,      -5.908846669
          0,           0,        1446,     -0.6391050278,      -3.036762494,      -3.276320856,                 0,       -5.91737914
          0,           0,        1447,     -0.6475186291,      -3.045846381,      -3.287643842,                 0,      -5.926050734
          0,           0,        1448,     -0.6563800137,       -3.05525494,      -3.297838585,                 0,      -5.934826617
          0,           0,        1449,     -0.6656791307,      -3.064964332,      -3.306727705,                 0,       -5.94366848
          0,           0,        1450,     -0.6754036036,      -3.074946868,      -3.314155598,                 0,      -5.952534536
          0,           0,        1451,     -0.6855382974,       -3.08517056,      -3.319999491,                 0,      -5.961379598
          0,           0,        1452,     -0.6960648246,      -3.095598667,      -3.324179121,                 0,      -5.970155299
          0,           0,        1453,     -0.7069609902,      -3.106189274,      -3.326663511,                 0,      -5.978810448
          0,           0,        1454,     -0.7182001746,      -3.116894902,      -3.327473728,                 0,      -5.987291558
          0,           0,        1455,     -0.7297506602,      -3.127662218,      -3.326681104,                 0,      -5.995543566
          0,           0,        1456,     -0.7415749118,       -3.13843187,      -3.324401259,                 0,      -6.003510735
          0,           0,        1457,     -0.7536288299,      -3.149138504,      -3.320784945,                 0,      -6.011137758
          0,           0,        1458,     -0.7658610083,      -3.159711033,      -3.316007156,                 0,      -6.018371019
          0,           0,        1459,     -0.7782120404,      -3.170073218,       -3.31025602,                 0,      -6.025159987
          0,           0,        1460,     -0.7906139358,      -3.180144604,        -3.3037227,                 0,      -6.031458678
          0,           0,        1461,     -0.8029897304,      -3.189841894,      -3.296593125,                 0,      -6.037227123
          0,           0,        1462,     -0.8152533904,      -3.199080741,        -3.2890419,                 0,      -6.042432735
          0,           0,        1463,     -0.8273101292,       -3.20777798,      -3.281228352,                 0,      -6.047051503
          0,           0,        1464,     -0.8390572641,       -3.21585422,      -3.273294453,                 0,      -6.051068922
          0,           0,        1465,     -0.8503857373,      -3.223236679,      -3.265364222,                 0,       -6.05448058
          0,           0,        1466,     -0.8611823954,      -3.229862104,      -3.257544186,                 0,      -6.057292366
          0,           0,        1467,     -0.8713330722,      -3.235679554,      -3.249924537,                 0,      -6.059520281
          0,           0,        1468,     -0.8807264317,      -3.240652812,      -3.242580691,                 0,      -6.061189851
          0,           0,        1469,     -0.8892584226,      -3.244762206,      -3.235575006,                 0,      -6.062335223
          0,           0,        1470,     -0.8968370672,      -3.248005646,      -3.228958525,                 0,       -6.06299797
          0,           0,        1471,     -0.9033872011,      -3.250398784,      -3.222772639,                 0,      -6.063225732
          0,           0,        1472,     -0.9088547014,      -3.251974268,      -3.217050601,                 0,      -6.063070752
          0,           0,        1473,     -0.9132097387,      -3.252780169,      -3.211818892,                 0,      -6.062588418
          0,           0,        1474,     -0.9164486598,      -3.252877748,        -3.2070984,                 0,      -6.061835862
          0,           0,        1475,     -0.9185942638,      -3.252338779,       -3.20290545,                 0,      -6.060870697
          0,           0,        1476,     -0.9196944348,      -3.251242649,      -3.199252671,                 0,      -6.059749915
          0,           0,        1477,     -0.9198193074,      -3.249673476,      -3.196149732,                 0,      -6.058528972
          0,           0,        1478,     -0.9190573122,      -3.247717419,       -3.19360396,                 0,      -6.057261069
          0,           0,        1479,     -0.9175105525,      -3.245460318,      -3.191620853,                 0,      -6.055996621
          0,           0,        1480,     -0.9152899836,      -3.242985751,      -3.190204505,                 0,      -6.054782888
          0,           0,        1481,     -0.9125108108,      -3.240373519,      -3.189357962,                 0,      -6.053663762
          0,           0,        1482,     -0.9092884191,       -3.23769857,      -3.189083512,                 0,      -6.052679678
          0,           0,        1483,     -0.9057350279,      -3.235030302,      -3.189382926,                 0,      -6.051867619
          0,           0,        1484,     -0.9019571445,      -3.232432199,      -3.190257651,                 0,      -6.051261203
          0,           0,        1485,     -0.8980537984,      -3.229961737,      -3.191708973,                 0,      -6.050890826
          0,           0,        1486,     -0.8941154745,      -3.227670489,       -3.19373815,                 0,      -6.050783838
          0,           0,        1487,     -0.8902236286,      -3.225604388,       -3.19634651,                 0,      -6.050964752
          0,           0,        1488,      -0.886450657,      -3.223804077,      -3.199535545,                 0,      -6.051455453
          0,           0,        1489,     -0.8828601966,      -3.222305328,      -3.203306965,                 0,      -6.052275419
          0,           0,        1490,     -0.8795076496,      -3.221139486,      -3.207662758,                 0,       -6.05344193
          0,           0,        1491,      -0.876440842,      -3.220333915,      -3.212605217,                 0,      -6.054970269
          0,           0,        1492,     -0.8737007491,       -3.21991244,      -3.218136963,                 0,      -6.056873912
          0,           0,        1493,     -0.8713222361,      -3.219895754,      -3.224260955,                 0,      -6.059164695
          0,           0,        1494,     -0.8693347792,      -3.220301802,      -3.230980481,                 0,      -6.061852964
          0,           0,        1495,     -0.8677631443,      -3.221146131,      -3.238299135,                 0,      -6.064947713
          0,           0,        1496,     -0.8666280098,      -3.222442199,      -3.246220783,                 0,      -6.068456689
          0,           0,        1497,      -0.865946526,      -3.224201649,      -3.254749504,                 0,      -6.072386487
          0,           0,        1498,     -0.8657328098,      -3.226434549,      -3.263889508,                 0,      -6.076742619
          0,           0,        1499,     -0.8659983761,      -3.229149592,      -3.273645032,                 0,      -6.081529562
          0,           0,        1500,     -0.8667525071,      -3.232354267,        -3.2840202,                 0,      -6.086750783
          0,           0,        1501,     -0.8680025656,      -3.236054998,      -3.295018836,                 0,      -6.092408749
          0,           0,        1502,     -0.8697542545,      -3.240257246,      -3.306644239,                 0,      -6.098504903
          0,           0,        1503,     -0.8720118284,      -3.244965588,      -3.318898886,                 0,      -6.105039624
          0,           0,        1504,     -0.8747782603,      -3.250183766,       -3.33178406,                 0,      -6.112012159
          0,           0,        1505,     -0.8780553672,      -3.255914698,      -3.345299385,                 0,      -6.119420529
          0,           0,        1506,     -0.8818438963,       -3.26216047,      -3.359442241,                 0,      -6.127261403
          0,           0,        1507,     -0.8861435768,      -3.268922288,      -3.374207043,                 0,      -6.135529947
          0,           0,        1508,     -0.8909531347,        -3.2762004,      -3.389584337,                 0,      -6.144219639
          0,           0,        1509,     -0.8962702755,      -3.283993982,      -3.405559698,                 0,      -6.153322042
          0,           0,        1510,     -0.9020916322,      -3.292300983,      -3.422112373,                 0,      -6.162826551
          0,           0,        1511,     -0.9084126799,      -3.301117925,      -3.439213648,                 0,      -6.172720094
          0,           0,        1512,      -0.915227615,      -3.310439659,      -3.456824889,                 0,      -6.182986801
          0,           0,        1513,     -0.9225291985,      -3.320259058,      -3.474895237,                 0,      -6.193607629
          0,           0,        1514,     -0.9303085613,      -3.330566656,      -3.493358963,                 0,      -6.204559952
          0,           0,        1515,     -0.9385549698,      -3.341350218,      -3.512132515,                 0,       -6.21581713
          0,           0,        1516,     -0.9472555497,      -3.352594238,      -3.531111363,                 0,      -6.227348052
          0,           0,        1517,     -0.9563949679,       -3.36427935,       -3.55016688,                 0,      -6.239116672
          0,           0,        1518,       -0.96595507,      -3.376381671,       -3.56914358,                 0,      -6.251081569
          0,           0,        1519,     -0.9759144766,      -3.388872047,      -3.587857289,                 0,      -6.263195553
          0,           0,        1520,     -0.9862481409,      -3.401715239,      -3.606094956,                 0,      -6.275405351
          0,           0,        1521,      -0.996926872,       -3.41486903,      -3.623617013,                 0,      -6.287651427
          0,           0,        1522,      -1.007916834,      -3.428283309,      -3.640163237,                 0,      -6.299867996
          0,           0,        1523,      -1.019179036,      -3.441899151,      -3.655462843,                 0,      -6.311983282
          0,           0,        1524,      -1.030668841,      -3.455647972,      -3.669249065,                 0,      -6.323920097
          0,           0,        1525,      -1.042335522,      -3.469450833,      -3.681277493,                 0,      -6.335596817
          0,           0,        1526,      -1.054121916,      -3.483218023,      -3.691346321,                 0,      -6.346928782
          0,           0,        1527,      -1.065964216,      -3.496849048,      -3.699315528,                 0,      -6.357830171
          0,           0,        1528,      -1.077791979,      -3.510233209,      -3.705121533,                 0,      -6.368216322
          0,           0,        1529,      -1.089528419,      -3.523250926,      -3.708784291,                 0,      -6.378006441
          0,           0,        1530,      -1.101091052,      -3.535775977,      -3.710405259,                 0,      -6.387126571
          0,           0,        1531,      -1.112392781,      -3.547678758,      -3.710156695,                 0,      -6.395512652
          0,           0,        1532,      -1.123343458,      -3.558830574,      -3.708264598,                 0,       -6.40311343
          0,           0,        1533,      -1.133851968,      -3.569108849,      -3.704988642,                 0,      -6.409892979
          0,           0,        1534,      -1.143828804,       -3.57840295,      -3.700602454,                 0,      -6.415832591
          0,           0,        1535,      -1.153189064,      -3.586620185,      -3.695376762,                 0,      -6.420931837
          0,           0,        1536,      -1.161855709,      -3.593691363,      -3.689566745,                 0,      -6.425208696
          0,           0,        1537,       -1.16976289,      -3.599575288,      -3.683403857,                 0,      -6.428698735
          0,           0,        1538,      -1.176859066,      -3.604261603,      -3.677091604,                 0,      -6.431453415
          0,           0,        1539,      -1.183109638,      -3.607771603,      -3.670804411,                 0,      -6.433537732
          0,           0,        1540,      -1.188498836,        -3.6101569,      -3.664688631,                 0,      -6.435027377
          0,           0,        1541,      -1.193030649,      -3.611496122,      -3.658864846,                 0,      -6.436005712
          0,           0,        1542,      -1.196728716,      -3.611890103,      -3.653430836,                 0,       -6.43656076
          0,           0,        1543,      -1.199635154,      -3.611456156,      -3.648464733,                 0,      -6.436782425
          0,           0,        1544,      -1.201808501,      -3.610322069,      -3.644028093,                 0,      -6.436760073
          0,           0,        1545,      -1.203320938,      -3.608620395,      -3.640168701,                 0,      -6.436580546
          0,           0,        1546,      -1.204255114,      -3.606483458,      -3.636923052,                 0,      -6.436326645
          0,           0,        1547,      -1.204700813,      -3.604039309,      -3.634318472,                 0,      -6.436076059
          0,           0,        1548,      -1.204751743,      -3.601408731,      -3.632374903,                 0,      -6.435900686
          0,           0,        1549,       -1.20450263,      -3.598703237,      -3.631106372,                 0,      -6.435866302
          0,           0,        1550,      -1.204046752,      -3.596023945,      -3.630522189,                 0,      -6.436032499
          0,           0,        1551,      -1.203473984,      -3.593461166,      -3.630627904,                 0,      -6.436452815
          0,           0,        1552,       -1.20286934,      -3.591094518,       -3.63142607,                 0,      -6.437175029
          0,           0,        1553,      -1.202312006,      -3.588993423,      -3.632916829,                 0,       -6.43824153
          0,           0,        1554,      -1.201874777,      -3.587217839,      -3.635098357,                 0,      -6.439689754
          0,           0,        1555,      -1.201623838,      -3.585819116,       -3.63796719,                 0,      -6.441552629
          0,           0,        1556,      -1.201618809,      -3.584840904,      -3.641518445,                 0,      -6.443859029
          0,           0,        1557,       -1.20191298,      -3.584320049,       -3.64574595,                 0,      -6.446634196
          0,           0,        1558,      -1.202553676,      -3.584287442,        -3.6506423,                 0,      -6.449900138
          0,           0,        1559,      -1.203582699,      -3.584768789,      -3.656198835,                 0,      -6.453675979
          0,           0,        1560,      -1.205036811,        -3.5857853,      -3.662405556,                 0,      -6.457978268
          0,           0,        1561,      -1.206948209,       -3.58735429,       -3.66925098,                 0,      -6.462821235
          0,           0,        1562,      -1.209344997,      -3.589489679,      -3.676721929,                 0,      -6.468216998
          0,           0,        1563,      -1.212251616,      -3.592202407,      -3.684803257,                 0,      -6.474175716
          0,           0,        1564,      -1.215689224,      -3.595500764,      -3.693477521,                 0,      -6.480705682
          0,           0,        1565,      -1.219676028,      -3.599390628,      -3.702724587,                 0,      -6.487813364
          0,           0,        1566,      -1.224227555,       -3.60387563,      -3.712521174,                 0,      -6.495503384
          0,           0,        1567,      -1.229356859,      -3.608957237,      -3.722840338,                 0,      -6.503778427
          0,           0,        1568,      -1.235074655,      -3.614634753,      -3.733650901,                 0,      -6.512639083
          0,           0,        1569,      -1.241389392,      -3.620905251,      -3.744916837,                 0,      -6.522083614
          0,           0,        1570,      -1.248307239,      -3.627763413,      -3.756596622,                 0,      -6.532107628
          0,           0,        1571,      -1.255831997,      -3.635201294,       -3.76864258,                 0,      -6.542703663
          0,           0,        1572,      -1.263964914,      -3.643207996,      -3.781000261,                 0,      -6.553860663
          0,           0,        1573,      -1.272704409,      -3.651769252,       -3.79360788,                 0,      -6.565563337
          0,           0,        1574,      -1.282045674,      -3.660866902,      -3.806395911,                 0,      -6.577791385
          0,           0,        1575,      -1.291980165,      -3.670478277,      -3.819286889,                 0,      -6.590518591
          0,           0,        1576,       -1.30249494,      -3.680575474,       -3.83219552,                 0,      -6.603711769
          0,           0,        1577,      -1.313571854,      -3.691124526,      -3.845029216,                 0,      -6.617329574
          0,           0,        1578,      -1.325186577,      -3.702084479,      -3.857689135,                 0,      -6.631321182
          0,           0,        1579,      -1.337307429,      -3.713406391,      -3.870071845,                 0,      -6.645624887
          0,           0,        1580,      -1.349894034,      -3.725032294,      -3.882071649,                 0,      -6.660166667
          0,           0,        1581,      -1.362895787,      -3.736894165,      -3.893583585,                 0,      -6.674858835
          0,           0,        1582,      -1.376250175,       -3.74891299,      -3.904507017,                 0,      -6.689598906
          0,           0,        1583,      -1.389881003,      -3.760998035,      -3.914749652,                 0,      -6.704268888
          0,           0,        1584,      -1.403696634,      -3.773046472,      -3.924231706,                 0,      -6.718735271
          0,           0,        1585,      -1.417588405,      -3.784943528,      -3.932889864,                 0,      -6.732849992
          0,           0,        1586,      -1.431429453,       -3.79656338,      -3.940680653,                 0,      -6.746452715
          0,           0,        1587,      -1.445074272,      -3.807770985,      -3.947582841,                 0,      -6.759374691
          0,           0,        1588,      -1.458359396,      -3.818425029,      -3.953598583,                 0,      -6.771444364
          0,           0,        1589,      -1.471105623,      -3.828382089,      -3.958753147,                 0,      -6.782494651
          0,           0,        1590,      -1.483122221,      -3.837501961,      -3.963093268,                 0,      -6.792371549
          0,           0,        1591,      -1.494213361,      -3.845653925,      -3.966684283,                 0,      -6.800943351
          0,           0,        1592,      -1.504186816,      -3.852723533,      -3.969606351,                 0,      -6.808109463
          0,           0,        1593,       -1.51286451,      -3.858619267,      -3.971950144,                 0,      -6.813807645
          0,           0,        1594,      -1.520094048,      -3.863278311,      -3.973812403,                 0,      -6.818018596
          0,           0,        1595,       -1.52575987,      -3.866670676,      -3.975291696,                 0,      -6.820767115
          0,           0,        1596,      -1.529792469,      -3.868801112,      -3.976484602,                 0,      -6.822119664
          0,           0,        1597,      -1.532174144,      -3.869708516,      -3.977482467,                 0,      -6.822178697
          0,           0,        1598,      -1.532940305,       -3.86946293,       -3.97836878,                 0,      -6.821074648
          0,           0,        1599,       -1.53217606,      -3.868160534,      -3.979217153,                 0,      -6.818956719
          0,           0,        1600,      -1.530008715,       -3.86591733,      -3.980089821,                 0,      -6.815983602
          0,           0,        1601,      -1.526597431,      -3.862862261,      -3.981036584,                 0,      -6.812315062
          0,           0,        1602,      -1.522121638,        -3.8591305,      -3.982094059,                 0,      -6.808104992
          0,           0,        1603,      -1.516769719,      -3.854857451,      -3.983285172,                 0,      -6.803496184
          0,           0,        1604,      -1.510729104,      -3.850173814,      -3.984618801,                 0,       -6.79861681
          0,           0,        1605,      -1.504178457,       -3.84520186,      -3.986089519,                 0,      -6.793578402
          0,           0,        1606,      -1.497282143,      -3.840052876,      -3.987677417,                 0,      -6.788475043
          0,           0,        1607,      -1.490186843,      -3.834825655,      -3.989348034,                 0,      -6.783383447
          0,           0,        1608,      -1.483019952,      -3.829605842,      -3.991052411,                 0,      -6.778363645
          0,           0,        1609,      -1.475889343,      -3.824465907,      -3.992727383,                 0,      -6.773460045
          0,           0,        1610,      -1.468884061,       -3.81946557,       -3.99429619,                 0,      -6.768702676
          0,           0,        1611,      -1.462075598,      -3.814652509,      -3.995669555,                 0,      -6.764108509
          0,           0,        1612,      -1.455519468,      -3.810063211,      -3.996747378,                 0,      -6.759682773
          0,           0,        1613,       -1.44925687,      -3.805723892,      -3.997421153,                 0,      -6.755420217
          0,           0,        1614,      -1.443316328,      -3.801651393,      -3.997577224,                 0,      -6.751306328
          0,           0,        1615,      -1.437715196,      -3.797854041,       -3.99710088,                 0,      -6.747318484
          0,           0,        1616,      -1.432461027,       -3.79433243,      -3.995881197,                 0,      -6.743427085
          0,           0,        1617,       -1.42755276,      -3.791080135,      -3.993816382,                 0,      -6.739596663
          0,           0,        1618,      -1.422981754,      -3.788084345,      -3.990819261,                 0,       -6.73578702
          0,           0,        1619,      -1.418732673,      -3.785326447,      -3.986822415,                 0,      -6.731954389
          0,           0,        1620,      -1.414784253,      -3.782782553,      -3.981782432,                 0,      -6.728052656
          0,           0,        1621,      -1.411109981,      -3.780424016,      -3.975682782,                 0,      -6.724034633
          0,           0,        1622,      -1.407678701,      -3.778217931,      -3.968534966,                 0,       -6.71985339
          0,           0,        1623,      -1.404455197,      -3.776127665,      -3.960377812,                 0,      -6.715463606
          0,           0,        1624,      -1.401400764,      -3.774113422,      -3.951275006,                 0,      -6.710822934
          0,           0,        1625,       -1.39847379,      -3.772132859,       -3.94131121,                 0,      -6.705893303
          0,           0,        1626,      -1.395630395,      -3.770141788,      -3.930587244,                 0,      -6.700642128
          0,           0,        1627,      -1.392825106,      -3.768094944,      -3.919214868,                 0,      -6.695043363
          0,           0,        1628,      -1.390011614,      -3.765946843,      -3.907311666,                 0,      -6.689078339
          0,           0,        1629,      -1.387143595,      -3.763652711,      -3.894996434,                 0,      -6.682736335
          0,           0,        1630,      -1.384175592,      -3.761169472,      -3.882385323,                 0,       -6.67601487
          0,           0,        1631,      -1.381063954,      -3.758456763,       -3.86958886,                 0,      -6.668919677
          0,           0,        1632,      -1.377767797,      -3.755477953,      -3.856709849,                 0,       -6.66146439
          0,           0,        1633,      -1.374249957,      -3.752201101,      -3.843842075,                 0,      -6.653669953
          0,           0,        1634,      -1.370477902,      -3.748599832,      -3.831069678,                 0,      -6.645563812
          0,           0,        1635,      -1.366424554,      -3.744654064,      -3.818467063,                 0,      -6.637178932
          0,           0,        1636,      -1.362068974,      -3.740350558,      -3.806099199,                 0,       -6.62855272
          0,           0,        1637,      -1.357396886,      -3.735683245,      -3.794022173,                 0,      -6.619725901
          0,           0,        1638,      -1.352400994,      -3.730653327,      -3.782283922,                 0,      -6.610741414
          0,           0,        1639,       -1.34708108,      -3.725269129,       -3.77092503,                 0,      -6.601643371
          0,           0,        1640,      -1.341443878,      -3.719545731,      -3.759979556,                 0,      -6.592476123
          0,           0,        1641,      -1.335502737,      -3.713504392,       -3.74947584,                 0,      -6.583283449
          0,           0,        1642,      -1.329277085,      -3.707171812,      -3.739437268,                 0,      -6.574107877
          0,           0,        1643,      -1.322791741,       -3.70057928,      -3.729882966,                 0,      -6.564990159
          0,           0,        1644,      -1.316076112,      -3.693761748,      -3.720828442,                 0,      -6.555968868
          0,           0,        1645,       -1.30916332,      -3.686756887,      -3.712286143,                 0,      -6.547080122
          0,           0,        1646,      -1.302089305,      -3.679604163,      -3.704265953,                 0,      -6.538357417
          0,           0,        1647,      -1.294891944,      -3.672343981,      -3.696775629,                 0,      -6.529831553
          0,           0,        1648,      -1.287610218,      -3.665016901,      -3.689821166,                 0,      -6.521530629
          0,           0,        1649,      -1.280283467,      -3.657662965,      -3.683407125,                 0,      -6.513480099
          0,           0,        1650,      -1.272950722,      -3.650321135,      -3.677536905,                 0,      -6.505702876
          0,           0,        1651,       -1.26565016,      -3.643028846,      -3.672212971,                 0,      -6.498219462
          0,           0,        1652,      -1.258418653,      -3.635821659,      -3.667437055,                 0,      -6.491048099
          0,           0,        1653,      -1.251291425,      -3.628733028,      -3.663210312,                 0,      -6.484204936
          0,           0,        1654,      -1.244301808,      -3.621794143,      -3.659533464,                 0,      -6.477704195
          0,           0,        1655,      -1.237481077,      -3.615033855,      -3.656406901,                 0,      -6.471558339
          0,           0,        1656,      -1.230858369,      -3.608478661,      -3.653830776,                 0,      -6.465778237
          0,           0,        1657,      -1.224460654,      -3.602152743,      -3.651805072,                 0,      -6.460373319
          0,           0,        1658,      -1.218312763,      -3.596078039,      -3.650329651,                 0,      -6.455351721
          0,           0,        1659,      -1.212437455,      -3.590274346,      -3.649404291,                 0,      -6.450720421
          0,           0,        1660,      -1.206855505,      -3.584759442,      -3.649028703,                 0,      -6.446485361
          0,           0,        1661,      -1.201585828,      -3.579549216,      -3.649202535,                 0,      -6.442651558
          0,           0,        1662,      -1.196645599,      -3.574657812,      -3.649925359,                 0,      -6.439223206
          0,           0,        1663,      -1.192050395,      -3.570097761,      -3.651196642,                 0,      -6.436203756
          0,           0,        1664,      -1.187814331,      -3.565880125,      -3.653015702,                 0,      -6.433596001
          0,           0,        1665,      -1.183950198,      -3.562014623,      -3.655381646,                 0,       -6.43140213
          0,           0,        1666,      -1.180469597,      -3.558509756,      -3.658293276,                 0,      -6.429623787
          0,           0,        1667,      -1.177383071,      -3.555372925,       -3.66174899,                 0,      -6.428262112
          0,           0,        1668,       -1.17470022,      -3.552610533,      -3.665746638,                 0,      -6.427317772
          0,           0,        1669,      -1.172429822,      -3.550228082,       -3.67028336,                 0,      -6.426790982
