"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          83,      -5.264537346,      -2.166101711,      -2.632063194,      0.3911250154,      -6.880078612,     0.01343217982,       0.723677942,                 0,                 0,                 0,     0.09281291819,    -0.01574743196,      0.7236312636,                 0,       53.87643342,    0.009303285525
          0,           0,          84,       -5.27411234,      -2.177736866,      -2.642636296,      0.3816359501,      -6.886129482,     0.01343219277,       0.723676065,                 0,                 0,                 0,       0.092813817,    -0.01574734336,      0.7236293886,                 0,       53.87624174,    0.009303285525
          0,           0,          85,      -5.282295312,       -2.18972051,      -2.653116961,      0.3723744147,      -6.892630633,     0.01343223601,      0.7236749555,                 0,                 0,                 0,     0.09281494895,    -0.01574725544,      0.7236282817,                 0,       53.87598571,    0.009303285525
          0,           0,          86,      -5.289161815,      -2.202011063,      -2.663437811,      0.3633203826,      -6.899603954,     0.01343230831,      0.7236745948,                 0,                 0,                 0,     0.09281630584,    -0.01574716866,      0.7236279242,                 0,       53.87566889,    0.009303285525
          0,           0,          87,      -5.294828193,       -2.21455653,      -2.673505261,       0.354458008,      -6.907075405,     0.01343240825,      0.7236749581,                 0,                 0,                 0,     0.09281787764,    -0.01574708345,      0.7236282913,                 0,       53.87529509,    0.009303285525
          0,           0,          88,      -5.299442191,      -2.227294899,      -2.683204074,       0.345775335,      -6.915071114,     0.01343253429,      0.7236760156,                 0,                 0,                 0,     0.09281965258,    -0.01574700013,       0.723629353,                 0,       53.87486829,    0.009303285525
          0,           0,          89,      -5.303171601,      -2.240154789,      -2.692404959,      0.3372636775,        -6.9236136,     0.01343268476,      0.7236777325,                 0,                 0,                 0,     0.09282161735,    -0.01574691899,      0.7236310746,                 0,       53.87439261,    0.009303285525
          0,           0,          90,      -5.306192488,      -2.253056299,       -2.70097382,      0.3289172512,      -6.932727857,     0.01343285791,      0.7236800702,                 0,                 0,                 0,     0.09282375726,     -0.0157468402,      0.7236334173,                 0,       53.87387218,    0.009303285525
          0,           0,          91,      -5.308678388,         -2.265912,      -2.708781311,      0.3207333451,      -6.942439415,     0.01343305195,      0.7236829868,                 0,                 0,                 0,     0.09282605639,    -0.01574676387,      0.7236363394,                 0,       53.87331111,    0.009303285525
          0,           0,          92,      -5.310791487,      -2.278628094,      -2.715711614,      0.3127130446,      -6.952783288,     0.01343326505,       0.723686438,                 0,                 0,                 0,     0.09282849776,    -0.01574669005,      0.7236397964,                 0,        53.8727134,    0.009303285525
